INFO  - 2021-02-14 19:46:22.917; com.inetBanking.TestCases.TC_LoginTest_001; URL is opened
INFO  - 2021-02-17 17:21:31.838; com.inetBanking.TestCases.TC_LoginDDT_002; Login is passed
INFO  - 2021-02-17 17:22:18.154; com.inetBanking.TestCases.TC_AddCustomerTest_003; username is provide
INFO  - 2021-02-17 17:22:18.277; com.inetBanking.TestCases.TC_AddCustomerTest_003; password is provide
INFO  - 2021-02-17 17:22:25.434; com.inetBanking.TestCases.TC_AddCustomerTest_003; Providing the customer details.......
INFO  - 2021-02-17 17:22:40.490; com.inetBanking.TestCases.TC_AddCustomerTest_003; Validation started......
INFO  - 2021-02-17 17:30:01.210; com.inetBanking.TestCases.TC_AddCustomerTest_003; username is provide
INFO  - 2021-02-17 17:30:01.402; com.inetBanking.TestCases.TC_AddCustomerTest_003; password is provide
INFO  - 2021-02-17 17:30:10.064; com.inetBanking.TestCases.TC_AddCustomerTest_003; Providing the customer details.......
INFO  - 2021-02-17 17:30:27.784; com.inetBanking.TestCases.TC_AddCustomerTest_003; Validation started......
INFO  - 2021-02-17 17:32:28.369; com.inetBanking.TestCases.TC_AddCustomerTest_003; username is provide
INFO  - 2021-02-17 17:32:28.497; com.inetBanking.TestCases.TC_AddCustomerTest_003; password is provide
INFO  - 2021-02-17 17:32:36.353; com.inetBanking.TestCases.TC_AddCustomerTest_003; Providing the customer details.......
INFO  - 2021-02-17 17:32:53.544; com.inetBanking.TestCases.TC_AddCustomerTest_003; Validation started......
INFO  - 2021-02-17 17:32:53.665; com.inetBanking.TestCases.TC_AddCustomerTest_003; Testcases are passed.......
INFO  - 2021-02-17 17:33:41.128; com.inetBanking.TestCases.TC_AddCustomerTest_003; username is provide
INFO  - 2021-02-17 17:33:41.229; com.inetBanking.TestCases.TC_AddCustomerTest_003; password is provide
INFO  - 2021-02-17 17:33:47.800; com.inetBanking.TestCases.TC_AddCustomerTest_003; Providing the customer details.......
INFO  - 2021-02-17 17:34:04.823; com.inetBanking.TestCases.TC_AddCustomerTest_003; Validation started......
INFO  - 2021-02-17 17:34:04.913; com.inetBanking.TestCases.TC_AddCustomerTest_003; Testcases are passed.......
INFO  - 2021-02-17 19:56:57.970; com.inetBanking.TestCases.TC_LoginTest_001; URL is opened
INFO  - 2021-02-17 19:56:59.717; com.inetBanking.TestCases.TC_LoginTest_001; User name is entered
INFO  - 2021-02-17 19:56:59.949; com.inetBanking.TestCases.TC_LoginTest_001; password is entered
INFO  - 2021-02-17 19:57:04.523; com.inetBanking.TestCases.TC_LoginTest_001; login test is passed
INFO  - 2021-02-17 19:57:21.669; com.inetBanking.TestCases.TC_LoginDDT_002; UserName provided
INFO  - 2021-02-17 19:57:21.769; com.inetBanking.TestCases.TC_LoginDDT_002; Password is provided
INFO  - 2021-02-17 19:57:29.557; com.inetBanking.TestCases.TC_LoginDDT_002; Login is passed
INFO  - 2021-02-17 19:58:31.841; com.inetBanking.TestCases.TC_AddCustomerTest_003; username is provide
INFO  - 2021-02-17 19:58:32.021; com.inetBanking.TestCases.TC_AddCustomerTest_003; password is provide
INFO  - 2021-02-17 19:58:40.191; com.inetBanking.TestCases.TC_AddCustomerTest_003; Providing the customer details.......
INFO  - 2021-02-17 19:58:56.679; com.inetBanking.TestCases.TC_AddCustomerTest_003; Validation started......
INFO  - 2021-02-17 19:58:56.705; com.inetBanking.TestCases.TC_AddCustomerTest_003; Testcases are passed.......
INFO  - 2021-02-18 19:53:34.838; com.inetBanking.TestCases.TC_LoginTest_001; URL is opened
INFO  - 2021-02-18 19:53:37.539; com.inetBanking.TestCases.TC_LoginTest_001; User name is entered
INFO  - 2021-02-18 19:53:37.622; com.inetBanking.TestCases.TC_LoginTest_001; password is entered
INFO  - 2021-02-18 19:53:41.758; com.inetBanking.TestCases.TC_LoginTest_001; login test is passed
INFO  - 2021-02-18 19:53:58.176; com.inetBanking.TestCases.TC_AddCustomerTest_003; username is provide
INFO  - 2021-02-18 19:53:58.288; com.inetBanking.TestCases.TC_AddCustomerTest_003; password is provide
INFO  - 2021-02-18 19:54:12.839; com.inetBanking.TestCases.TC_AddCustomerTest_003; Providing the customer details.......
INFO  - 2021-02-18 19:54:41.695; com.inetBanking.TestCases.TC_AddCustomerTest_003; Validation started......
INFO  - 2021-02-18 19:54:41.746; com.inetBanking.TestCases.TC_AddCustomerTest_003; Testcases are passed.......
INFO  - 2021-02-21 15:25:27.379; com.inetBanking.TestCases.TC_AddCustomerTest_003; username is provide
INFO  - 2021-02-21 15:25:27.547; com.inetBanking.TestCases.TC_AddCustomerTest_003; password is provide
INFO  - 2021-02-21 15:25:36.262; com.inetBanking.TestCases.TC_AddCustomerTest_003; Providing the customer details.......
INFO  - 2021-02-21 15:25:54.237; com.inetBanking.TestCases.TC_AddCustomerTest_003; Validation started......
INFO  - 2021-02-21 15:25:54.271; com.inetBanking.TestCases.TC_AddCustomerTest_003; Testcases are passed.......
INFO  - 2021-02-21 16:08:17.666; com.inetBanking.TestCases.TC_AddCustomerTest_003; username is provide
INFO  - 2021-02-21 16:08:17.929; com.inetBanking.TestCases.TC_AddCustomerTest_003; password is provide
INFO  - 2021-02-21 16:08:27.354; com.inetBanking.TestCases.TC_AddCustomerTest_003; Providing the customer details.......
INFO  - 2021-02-21 16:08:46.040; com.inetBanking.TestCases.TC_AddCustomerTest_003; Validation started......
INFO  - 2021-02-21 16:08:46.184; com.inetBanking.TestCases.TC_AddCustomerTest_003; Testcases are passed.......
INFO  - 2021-02-21 16:29:21.917; com.inetBanking.TestCases.TC_AddCustomerTest_003; username is provide
INFO  - 2021-02-21 16:29:22.193; com.inetBanking.TestCases.TC_AddCustomerTest_003; password is provide
INFO  - 2021-02-21 16:29:37.445; com.inetBanking.TestCases.TC_AddCustomerTest_003; Providing the customer details.......
INFO  - 2021-02-21 16:29:55.695; com.inetBanking.TestCases.TC_AddCustomerTest_003; Validation started......
INFO  - 2021-02-21 16:29:55.826; com.inetBanking.TestCases.TC_AddCustomerTest_003; Testcases are passed.......
INFO  - 2021-02-21 16:31:22.180; com.inetBanking.TestCases.TC_AddCustomerTest_003; username is provide
INFO  - 2021-02-21 16:31:22.305; com.inetBanking.TestCases.TC_AddCustomerTest_003; password is provide
INFO  - 2021-02-21 16:31:31.163; com.inetBanking.TestCases.TC_AddCustomerTest_003; Providing the customer details.......
INFO  - 2021-02-21 16:31:47.428; com.inetBanking.TestCases.TC_AddCustomerTest_003; Validation started......
INFO  - 2021-02-21 16:31:47.462; com.inetBanking.TestCases.TC_AddCustomerTest_003; Testcases are passed.......
INFO  - 2021-02-21 16:58:10.202; com.inetBanking.TestCases.TC_AddCustomerTest_003; username is provide
INFO  - 2021-02-21 16:58:10.320; com.inetBanking.TestCases.TC_AddCustomerTest_003; password is provide
INFO  - 2021-02-21 16:58:21.853; com.inetBanking.TestCases.TC_AddCustomerTest_003; Providing the customer details.......
INFO  - 2021-02-21 16:58:38.214; com.inetBanking.TestCases.TC_AddCustomerTest_003; Validation started......
INFO  - 2021-02-21 16:58:38.284; com.inetBanking.TestCases.TC_AddCustomerTest_003; Testcases are passed.......
INFO  - 2021-02-21 19:57:40.542; com.inetBanking.TestCases.TC_AddCustomerTest_003; username is provide
INFO  - 2021-02-21 19:57:40.725; com.inetBanking.TestCases.TC_AddCustomerTest_003; password is provide
INFO  - 2021-02-21 19:57:54.242; com.inetBanking.TestCases.TC_AddCustomerTest_003; Providing the customer details.......
INFO  - 2021-02-21 19:58:09.763; com.inetBanking.TestCases.TC_AddCustomerTest_003; Validation started......
INFO  - 2021-02-21 19:58:09.860; com.inetBanking.TestCases.TC_AddCustomerTest_003; Testcases are passed.......
INFO  - 2021-02-21 19:59:40.832; com.inetBanking.TestCases.TC_AddCustomerTest_003; username is provide
INFO  - 2021-02-21 19:59:40.932; com.inetBanking.TestCases.TC_AddCustomerTest_003; password is provide
INFO  - 2021-02-21 19:59:53.622; com.inetBanking.TestCases.TC_AddCustomerTest_003; Providing the customer details.......
INFO  - 2021-02-21 20:00:12.206; com.inetBanking.TestCases.TC_AddCustomerTest_003; Validation started......
INFO  - 2021-02-21 20:00:12.285; com.inetBanking.TestCases.TC_AddCustomerTest_003; Testcases are passed.......
